,x,y,z,mae
394,REP-BTC,SOL-GBP,5,0.5975651645148108
395,REP-BTC,SOL-GBP,6,0.5996393550129413
396,REP-BTC,0,1,2.487427455734083
397,REP-BTC,0,2,2.2100630236863847
398,REP-BTC,0,3,1.5635686135433198
399,REP-BTC,0,4,1.3461308896570496
400,REP-BTC,0,5,1.354623990741244
401,REP-BTC,0,6,1.357904661500763
402,REP-BTC,1,1,1.289312761673602
403,REP-BTC,1,2,1.2127856972873363
404,REP-BTC,1,3,0.9049880763754512
405,REP-BTC,1,4,0.9029547681971722
406,REP-BTC,1,5,0.893254851433326
407,REP-BTC,1,6,0.8616955980837969
408,REP-BTC,2,1,0.8656708129135496
409,REP-BTC,2,2,0.6618148863086853
410,REP-BTC,2,3,0.6644949170731573
411,REP-BTC,2,4,0.6685222789497297
412,REP-BTC,2,5,0.6713110357596866
413,REP-BTC,2,6,0.6276809690201315
414,REP-BTC,3,1,0.5524549432468078
415,REP-BTC,3,2,0.5533114035776998
416,REP-BTC,3,3,0.5405973903916328
417,REP-BTC,3,4,0.5381815292844843
418,REP-BTC,3,5,0.5337791890963556
419,REP-BTC,3,6,0.5241263389589313
420,REP-ETH,REP-GBP,1,0.7675255657092341
421,REP-ETH,REP-GBP,2,0.7626884298754744
422,REP-ETH,REP-GBP,3,0.671502236330153
423,REP-ETH,REP-GBP,4,0.6599327774537962
424,REP-ETH,REP-GBP,5,0.6585980728720037
425,REP-ETH,REP-GBP,6,0.6524271937571988
426,REP-ETH,XLM-BTC,1,0.7885608502732099
427,REP-ETH,XLM-BTC,2,0.78708138087797
428,REP-ETH,XLM-BTC,3,0.5763125305396323
429,REP-ETH,XLM-BTC,4,0.534728761922038
430,REP-ETH,XLM-BTC,5,0.5317981637948715
431,REP-ETH,XLM-BTC,6,0.5327983415864843
432,REP-ETH,XLM-ETH,1,0.8885027943917576
433,REP-ETH,XLM-ETH,2,0.7901980329963785
434,REP-ETH,XLM-ETH,3,0.3056834454189365
435,REP-ETH,XLM-ETH,4,0.23169587693111274
436,REP-ETH,XLM-ETH,5,0.2301195800119191
437,REP-ETH,XLM-ETH,6,0.216033787159913
438,REP-ETH,XLM-GBP,1,0.8315536250137958
439,REP-ETH,XLM-GBP,2,0.6452049902988234
440,REP-ETH,XLM-GBP,3,0.6325249222963099
441,REP-ETH,XLM-GBP,4,0.6359658745318039
442,REP-ETH,XLM-GBP,5,0.6158435604139492
443,REP-ETH,XLM-GBP,6,0.5996522009008542
444,REP-ETH,SOL-BTC,1,0.8692041018747748
445,REP-ETH,SOL-BTC,2,0.8379965782728925
446,REP-ETH,SOL-BTC,3,0.5167620280187927
447,REP-ETH,SOL-BTC,4,0.38753766416475066
448,REP-ETH,SOL-BTC,5,0.36361838487644654
449,REP-ETH,SOL-BTC,6,0.36846674268316915
450,REP-ETH,SOL-ETH,1,0.8739820779228039
451,REP-ETH,SOL-ETH,2,0.84019742100257
452,REP-ETH,SOL-ETH,3,0.5474787884018525
453,REP-ETH,SOL-ETH,4,0.4259846023332525
454,REP-ETH,SOL-ETH,5,0.4118521054592315
455,REP-ETH,SOL-ETH,6,0.41676498426737235
456,REP-ETH,SOL-GBP,1,0.8014850181514421
457,REP-ETH,SOL-GBP,2,0.7815633347844744
458,REP-ETH,SOL-GBP,3,0.5971553967059255
459,REP-ETH,SOL-GBP,4,0.4977244521473515
460,REP-ETH,SOL-GBP,5,0.4724390321730298
461,REP-ETH,SOL-GBP,6,0.4731038313261119
462,REP-ETH,0,1,2.487427455734083
463,REP-ETH,0,2,2.1286959902404377
464,REP-ETH,0,3,1.1967658293346153
465,REP-ETH,0,4,0.9942176842063671
466,REP-ETH,0,5,0.9301020394889964
467,REP-ETH,0,6,0.919800215944595
468,REP-ETH,1,1,1.289312761673602
469,REP-ETH,1,2,1.2451769294055222
470,REP-ETH,1,3,1.049059367905245
471,REP-ETH,1,4,1.0083046694910265
472,REP-ETH,1,5,1.004950521667614
473,REP-ETH,1,6,0.9886690126134154
474,REP-ETH,2,1,0.8656708129135496
475,REP-ETH,2,2,0.6303315799151322
476,REP-ETH,2,3,0.6258856826171428
477,REP-ETH,2,4,0.6091169559065923
478,REP-ETH,2,5,0.6147174166413112
479,REP-ETH,2,6,0.6077101677989976
480,REP-ETH,3,1,0.5524549432468078
481,REP-ETH,3,2,0.5554963457705392
482,REP-ETH,3,3,0.548271012746365
483,REP-ETH,3,4,0.5513361880434313
484,REP-ETH,3,5,0.5237048276671565
485,REP-ETH,3,6,0.496519567772529
486,REP-GBP,XLM-BTC,1,0.7885608502732099
487,REP-GBP,XLM-BTC,2,0.783304361363641
488,REP-GBP,XLM-BTC,3,0.7127322997930151
489,REP-GBP,XLM-BTC,4,0.6769830909894258
490,REP-GBP,XLM-BTC,5,0.6773671745666799
491,REP-GBP,XLM-BTC,6,0.6513001197964705
492,REP-GBP,XLM-ETH,1,0.8885027943917576
493,REP-GBP,XLM-ETH,2,0.8668871344650145
494,REP-GBP,XLM-ETH,3,0.8035384085821367
495,REP-GBP,XLM-ETH,4,0.7830379988140685
496,REP-GBP,XLM-ETH,5,0.7814557840515372
497,REP-GBP,XLM-ETH,6,0.7759236677227257
498,REP-GBP,XLM-GBP,1,0.8315536250137958
499,REP-GBP,XLM-GBP,2,0.8328094033752527
500,REP-GBP,XLM-GBP,3,0.7419747115270933
501,REP-GBP,XLM-GBP,4,0.5724127504133419
502,REP-GBP,XLM-GBP,5,0.5778763174717343
503,REP-GBP,XLM-GBP,6,0.5306217261544296
504,REP-GBP,SOL-BTC,1,0.8692041018747748
505,REP-GBP,SOL-BTC,2,0.865983712780525
506,REP-GBP,SOL-BTC,3,0.8497466651608494
507,REP-GBP,SOL-BTC,4,0.8340339272761356
508,REP-GBP,SOL-BTC,5,0.8318998594115886
509,REP-GBP,SOL-BTC,6,0.8290643018340498
510,REP-GBP,SOL-ETH,1,0.8739820779228039
511,REP-GBP,SOL-ETH,2,0.8674704805466575
512,REP-GBP,SOL-ETH,3,0.8481367774861003
513,REP-GBP,SOL-ETH,4,0.8397845105163495
514,REP-GBP,SOL-ETH,5,0.837025076506555
515,REP-GBP,SOL-ETH,6,0.8348622557077923
516,REP-GBP,SOL-GBP,1,0.8014850181514421
517,REP-GBP,SOL-GBP,2,0.7961285119646277
518,REP-GBP,SOL-GBP,3,0.7905185915088934
519,REP-GBP,SOL-GBP,4,0.7928733169435456
520,REP-GBP,SOL-GBP,5,0.7917191899209246
521,REP-GBP,SOL-GBP,6,0.7910015412117247
522,REP-GBP,0,1,2.487427455734083
523,REP-GBP,0,2,2.446585085141366
524,REP-GBP,0,3,2.3841454787180933
525,REP-GBP,0,4,2.3907385133063195
526,REP-GBP,0,5,2.3813738681025263
527,REP-GBP,0,6,2.3937699083552753
528,REP-GBP,1,1,1.289312761673602
529,REP-GBP,1,2,1.2906141690584632
530,REP-GBP,1,3,1.0915702440250383
531,REP-GBP,1,4,0.6762508236412561
532,REP-GBP,1,5,0.6826099452039217
533,REP-GBP,1,6,0.5728351671110438
534,REP-GBP,2,1,0.8656708129135496
535,REP-GBP,2,2,0.794545690723602
536,REP-GBP,2,3,0.7426407898514061
537,REP-GBP,2,4,0.7420891758102316
538,REP-GBP,2,5,0.745320872620176
539,REP-GBP,2,6,0.7480834760646907
540,REP-GBP,3,1,0.5524549432468078
541,REP-GBP,3,2,0.5516602472906328
542,REP-GBP,3,3,0.550937589027786
543,REP-GBP,3,4,0.5430148184349547
544,REP-GBP,3,5,0.5427732890706349
545,REP-GBP,3,6,0.5421089158109497
546,XLM-BTC,XLM-ETH,1,0.8885027943917576
547,XLM-BTC,XLM-ETH,2,0.888169502152421
548,XLM-BTC,XLM-ETH,3,0.7649479096664048
549,XLM-BTC,XLM-ETH,4,0.6940356907175512
550,XLM-BTC,XLM-ETH,5,0.6758037194342087
551,XLM-BTC,XLM-ETH,6,0.5786503856516636
552,XLM-BTC,XLM-GBP,1,0.8315536250137958
553,XLM-BTC,XLM-GBP,2,0.8260217909992272
554,XLM-BTC,XLM-GBP,3,0.7890497340113167
555,XLM-BTC,XLM-GBP,4,0.7673979251337161
556,XLM-BTC,XLM-GBP,5,0.7469617639713884
557,XLM-BTC,XLM-GBP,6,0.7467971217358995
558,XLM-BTC,SOL-BTC,1,0.8692041018747748
559,XLM-BTC,SOL-BTC,2,0.8727671527708852
560,XLM-BTC,SOL-BTC,3,0.7835000693435642
561,XLM-BTC,SOL-BTC,4,0.7419027463023823
562,XLM-BTC,SOL-BTC,5,0.7389575066717973
563,XLM-BTC,SOL-BTC,6,0.6835650508164036
564,XLM-BTC,SOL-ETH,1,0.8739820779228039
565,XLM-BTC,SOL-ETH,2,0.8782638106708816
566,XLM-BTC,SOL-ETH,3,0.7879473978561462
567,XLM-BTC,SOL-ETH,4,0.7550794985893524
568,XLM-BTC,SOL-ETH,5,0.7502646901906893
569,XLM-BTC,SOL-ETH,6,0.695830923231079
570,XLM-BTC,SOL-GBP,1,0.8014850181514421
571,XLM-BTC,SOL-GBP,2,0.7987245606546373
572,XLM-BTC,SOL-GBP,3,0.7770747966664946
573,XLM-BTC,SOL-GBP,4,0.7603315911035787
574,XLM-BTC,SOL-GBP,5,0.7644065175041361
575,XLM-BTC,SOL-GBP,6,0.7294364962028085
576,XLM-BTC,0,1,2.487427455734083
577,XLM-BTC,0,2,2.488288656296974
578,XLM-BTC,0,3,2.2798643312199474
579,XLM-BTC,0,4,2.2153498922740718
580,XLM-BTC,0,5,2.192249954458693
581,XLM-BTC,0,6,2.0803356029684648
582,XLM-BTC,1,1,1.289312761673602
583,XLM-BTC,1,2,1.2915710457869822
584,XLM-BTC,1,3,1.0577718419152178
585,XLM-BTC,1,4,0.9521023920862073
586,XLM-BTC,1,5,0.9116220531074168
587,XLM-BTC,1,6,0.9033348611906045
588,XLM-BTC,2,1,0.8656708129135496
589,XLM-BTC,2,2,0.83470301289625
590,XLM-BTC,2,3,0.8226267773296656
591,XLM-BTC,2,4,0.8192292831679915
592,XLM-BTC,2,5,0.8180048282086505
593,XLM-BTC,2,6,0.8168780146639033
594,XLM-BTC,3,1,0.5524549432468078
595,XLM-BTC,3,2,0.553760536706599
596,XLM-BTC,3,3,0.5443564280792901
597,XLM-BTC,3,4,0.5059147535462801
598,XLM-BTC,3,5,0.4988465617973672
599,XLM-BTC,3,6,0.49017539091669743
600,XLM-ETH,XLM-GBP,1,0.8315536250137958
601,XLM-ETH,XLM-GBP,2,0.7147921040901875
602,XLM-ETH,XLM-GBP,3,0.7147722647281619
603,XLM-ETH,XLM-GBP,4,0.7162739077488636
604,XLM-ETH,XLM-GBP,5,0.7060173553376095
605,XLM-ETH,XLM-GBP,6,0.7030805532838003
606,XLM-ETH,SOL-BTC,1,0.8692041018747748
607,XLM-ETH,SOL-BTC,2,0.8709632609920106
608,XLM-ETH,SOL-BTC,3,0.5164787100051094
609,XLM-ETH,SOL-BTC,4,0.4507654341160723
610,XLM-ETH,SOL-BTC,5,0.4699542290408871
611,XLM-ETH,SOL-BTC,6,0.3830561020836595
612,XLM-ETH,SOL-ETH,1,0.8739820779228039
613,XLM-ETH,SOL-ETH,2,0.8760683007238301
614,XLM-ETH,SOL-ETH,3,0.5214522283613291
615,XLM-ETH,SOL-ETH,4,0.47074712606835145
616,XLM-ETH,SOL-ETH,5,0.4828691412526939
617,XLM-ETH,SOL-ETH,6,0.37353782877022906
618,XLM-ETH,SOL-GBP,1,0.8014850181514421
619,XLM-ETH,SOL-GBP,2,0.8023739412589359
620,XLM-ETH,SOL-GBP,3,0.5736207538304153
621,XLM-ETH,SOL-GBP,4,0.5248507341075683
622,XLM-ETH,SOL-GBP,5,0.5521780352725001
623,XLM-ETH,SOL-GBP,6,0.48469910138736017
624,XLM-ETH,0,1,2.487427455734083
625,XLM-ETH,0,2,2.353257923374871
626,XLM-ETH,0,3,1.2628420104648757
627,XLM-ETH,0,4,1.2002760015682237
628,XLM-ETH,0,5,1.1996924060924983
629,XLM-ETH,0,6,1.0431628592571034
630,XLM-ETH,1,1,1.289312761673602
631,XLM-ETH,1,2,1.2554801867712044
632,XLM-ETH,1,3,1.1090857780315362
633,XLM-ETH,1,4,1.1191214123140258
634,XLM-ETH,1,5,1.0894015135479167
635,XLM-ETH,1,6,1.0944161069358844
636,XLM-ETH,2,1,0.8656708129135496
637,XLM-ETH,2,2,0.7400696871196766
638,XLM-ETH,2,3,0.7393674518957305
639,XLM-ETH,2,4,0.7426532254519786
640,XLM-ETH,2,5,0.720802504860495
641,XLM-ETH,2,6,0.7155988024422312
642,XLM-ETH,3,1,0.5524549432468078
643,XLM-ETH,3,2,0.5439588664484364
644,XLM-ETH,3,3,0.5413824256419474
645,XLM-ETH,3,4,0.5246229875905715
646,XLM-ETH,3,5,0.5265050650977197
647,XLM-ETH,3,6,0.5274055802711531
648,XLM-GBP,SOL-BTC,1,0.8692041018747748
649,XLM-GBP,SOL-BTC,2,0.7341906507642593
650,XLM-GBP,SOL-BTC,3,0.6405551207363769
651,XLM-GBP,SOL-BTC,4,0.6329515885195593
652,XLM-GBP,SOL-BTC,5,0.6327967886682614
653,XLM-GBP,SOL-BTC,6,0.6230480867753423
654,XLM-GBP,SOL-ETH,1,0.8739820779228039
655,XLM-GBP,SOL-ETH,2,0.7509092182671219
656,XLM-GBP,SOL-ETH,3,0.6587120970791066
657,XLM-GBP,SOL-ETH,4,0.6501342904349233
658,XLM-GBP,SOL-ETH,5,0.6515875633481231
659,XLM-GBP,SOL-ETH,6,0.6435006694945473
660,XLM-GBP,SOL-GBP,1,0.8014850181514421
661,XLM-GBP,SOL-GBP,2,0.7316726026471057
662,XLM-GBP,SOL-GBP,3,0.6180462294910799
663,XLM-GBP,SOL-GBP,4,0.6210480386366567
664,XLM-GBP,SOL-GBP,5,0.6418137333636565
665,XLM-GBP,SOL-GBP,6,0.5676947327057816
666,XLM-GBP,0,1,2.487427455734083
667,XLM-GBP,0,2,2.2122161853022373
668,XLM-GBP,0,3,1.5923364140687977
669,XLM-GBP,0,4,1.5554938563700853
670,XLM-GBP,0,5,1.5312366904873302
671,XLM-GBP,0,6,1.5302968821403322
672,XLM-GBP,1,1,1.289312761673602
673,XLM-GBP,1,2,1.1842162693046714
674,XLM-GBP,1,3,0.755429871675583
675,XLM-GBP,1,4,0.7472298028449859
676,XLM-GBP,1,5,0.7628348537597031
677,XLM-GBP,1,6,0.7606594471542553
678,XLM-GBP,2,1,0.8656708129135496
679,XLM-GBP,2,2,0.8625131013716186
680,XLM-GBP,2,3,0.8062396744364994
681,XLM-GBP,2,4,0.8077598863195545
682,XLM-GBP,2,5,0.810391439554432
683,XLM-GBP,2,6,0.7965875530985898
684,XLM-GBP,3,1,0.5524549432468078
685,XLM-GBP,3,2,0.5403860397554252
686,XLM-GBP,3,3,0.5377401511366944
687,XLM-GBP,3,4,0.5378563011939544
688,XLM-GBP,3,5,0.5353995159882036
689,XLM-GBP,3,6,0.5095925668466443
690,SOL-BTC,SOL-ETH,1,0.8739820779228039
691,SOL-BTC,SOL-ETH,2,0.8321217994971677
692,SOL-BTC,SOL-ETH,3,0.25037978351858226
693,SOL-BTC,SOL-ETH,4,0.18161650315952432
694,SOL-BTC,SOL-ETH,5,0.19012200524955253
695,SOL-BTC,SOL-ETH,6,0.13882118677924937
696,SOL-BTC,SOL-GBP,1,0.8014850181514421
697,SOL-BTC,SOL-GBP,2,0.728591224359961
698,SOL-BTC,SOL-GBP,3,0.19196430592897423
699,SOL-BTC,SOL-GBP,4,0.16693095454425155
700,SOL-BTC,SOL-GBP,5,0.17130472552883325
701,SOL-BTC,SOL-GBP,6,0.1325191311146727
702,SOL-BTC,0,1,2.487427455734083
703,SOL-BTC,0,2,2.552857631735822
704,SOL-BTC,0,3,0.9261461722084512
705,SOL-BTC,0,4,0.7144807291305038
706,SOL-BTC,0,5,0.6788518124788735
707,SOL-BTC,0,6,0.6635956066035872
708,SOL-BTC,1,1,1.289312761673602
709,SOL-BTC,1,2,1.280898233540988
710,SOL-BTC,1,3,1.281664789330223
711,SOL-BTC,1,4,1.2676061540277013
712,SOL-BTC,1,5,1.2784026483684008
713,SOL-BTC,1,6,1.1616000023776332
714,SOL-BTC,2,1,0.8656708129135496
715,SOL-BTC,2,2,0.4940602501722755
716,SOL-BTC,2,3,0.49555322617907177
717,SOL-BTC,2,4,0.4948978195760126
718,SOL-BTC,2,5,0.4901054537350405
719,SOL-BTC,2,6,0.48726928201897046
720,SOL-BTC,3,1,0.5524549432468078
721,SOL-BTC,3,2,0.5250517798622084
722,SOL-BTC,3,3,0.5075770980780925
723,SOL-BTC,3,4,0.5000387732324192
724,SOL-BTC,3,5,0.49486200814002507
725,SOL-BTC,3,6,0.49359614873957297
726,SOL-ETH,SOL-GBP,1,0.8014850181514421
727,SOL-ETH,SOL-GBP,2,0.7218320248112858
728,SOL-ETH,SOL-GBP,3,0.2072678227153045
729,SOL-ETH,SOL-GBP,4,0.20717451336301293
730,SOL-ETH,SOL-GBP,5,0.1966008217785003
731,SOL-ETH,SOL-GBP,6,0.1567962340692183
732,SOL-ETH,0,1,2.487427455734083
733,SOL-ETH,0,2,2.538335730611862
734,SOL-ETH,0,3,0.9762880934041559
735,SOL-ETH,0,4,0.875128721551616
736,SOL-ETH,0,5,0.8737439751006485
737,SOL-ETH,0,6,0.7710315194682936
738,SOL-ETH,1,1,1.289312761673602
739,SOL-ETH,1,2,1.284595784531658
740,SOL-ETH,1,3,1.2839581361447034
741,SOL-ETH,1,4,1.2347997545413274
742,SOL-ETH,1,5,1.2395929890645214
743,SOL-ETH,1,6,1.1564310772911597
744,SOL-ETH,2,1,0.8656708129135496
745,SOL-ETH,2,2,0.49932033658137215
746,SOL-ETH,2,3,0.501977055704627
747,SOL-ETH,2,4,0.5016831717413266
748,SOL-ETH,2,5,0.4873042476496318
749,SOL-ETH,2,6,0.48556478309874573
750,SOL-ETH,3,1,0.5524549432468078
751,SOL-ETH,3,2,0.5148498550058338
752,SOL-ETH,3,3,0.5048409462602118
753,SOL-ETH,3,4,0.5025460359185604
754,SOL-ETH,3,5,0.4984247727472823
755,SOL-ETH,3,6,0.48719812604066054
756,SOL-GBP,0,1,2.487427455734083
757,SOL-GBP,0,2,2.513164735544636
758,SOL-GBP,0,3,0.9265538845647083
759,SOL-GBP,0,4,0.6970112447398529
760,SOL-GBP,0,5,0.515696975520018
761,SOL-GBP,0,6,0.5149064086876434
762,SOL-GBP,1,1,1.289312761673602
763,SOL-GBP,1,2,1.2826595613120306
764,SOL-GBP,1,3,1.2752770792560442
765,SOL-GBP,1,4,1.2582876850789262
766,SOL-GBP,1,5,1.2605922516611308
767,SOL-GBP,1,6,1.2230846088735265
768,SOL-GBP,2,1,0.8656708129135496
769,SOL-GBP,2,2,0.5349493018224902
770,SOL-GBP,2,3,0.529657038376755
771,SOL-GBP,2,4,0.5319890832400075
772,SOL-GBP,2,5,0.5061717712212962
773,SOL-GBP,2,6,0.46850016807830286
774,SOL-GBP,3,1,0.5524549432468078
775,SOL-GBP,3,2,0.5434863316661488
776,SOL-GBP,3,3,0.5409182625472584
777,SOL-GBP,3,4,0.5384042310202954
778,SOL-GBP,3,5,0.5138252296718959
779,SOL-GBP,3,6,0.5145152447891608
780,0,1,1,1.289312761673602
781,0,1,2,1.2852283755803413
782,0,1,3,1.2384250272959436
783,0,1,4,1.2376329650769669
784,0,1,5,1.1957546221419821
785,0,1,6,1.1941152828761719
786,0,2,1,0.8656708129135496
787,0,2,2,0.48833176088775715
788,0,2,3,0.47786069127015635
789,0,2,4,0.47560727540817604
790,0,2,5,0.47593008611277476
791,0,2,6,0.3980258941280794
792,0,3,1,0.5524549432468078
793,0,3,2,0.5522595754940784
794,0,3,3,0.554299014755248
795,0,3,4,0.5424426855434273
796,0,3,5,0.5451943255048702
797,0,3,6,0.5419127500744405
798,1,2,1,0.8656708129135496
799,1,2,2,0.8505243108474464
800,1,2,3,0.7303110157783346
801,1,2,4,0.7243483079983409
802,1,2,5,0.7228441928572983
803,1,2,6,0.699119776748328
804,1,3,1,0.5524549432468078
805,1,3,2,0.552324957266296
806,1,3,3,0.5505996022437541
807,1,3,4,0.5483219655521326
808,1,3,5,0.5361050226889167
809,1,3,6,0.530212335887222
810,2,3,1,0.5524549432468078
811,2,3,2,0.5475688299961113
812,2,3,3,0.5448293298010746
813,2,3,4,0.5447557605726364
814,2,3,5,0.5383102623938203
815,2,3,6,0.5373226854384207
